,OD,Plein Tarif Loisir 2nde,1ère classe,dist
410,ANTIBES-CHALON SUR SAONE,116.0,151.0,
411,ANTIBES-LES ARCS DRAGUIGNAN,16.5,24.0,
412,ANTIBES-MENTON,11.0,16.5,
413,ANTIBES-MONACO MONTE CARLO,10.0,14.6,
414,ANTIBES-ST RAPHAEL VALESCURE,12.1,18.5,
415,ANTIBES-VENTIMIGLIA STAZIONE,11.9,17.5,
416,ANTIBES-VENTIMIGLIA STAZIONE  (IT),11.9,17.5,
417,ARCACHON - ST PIERRE DES CORPS,69.0,99.0,
418,ARCACHON-CHATELLERAULT,52.0,78.0,
419,ARCACHON-LIBOURNE,20.5,30.0,
420,ARCACHON-ST PIERRE DES CORPS,61.0,87.0,
421,ARLES-LE TEIL,24.0,35.0,
422,ARLES-LYON ST EXUPERY,58.0,79.0,
423,ARLES-MACON LOCHE TGV,61.0,86.0,
424,ARLES-MARSEILLE BLANCARDE,18.0,26.0,
425,ARLES-MARSEILLE ST CHARLES,19.0,27.0,
426,ARLES-MIRAMAS,9.6,14.3,
427,ARLES-MONTELIMAR,24.0,35.0,
428,ARLES-ORANGE,14.3,21.0,
429,ARLES-PARIS GARE DE LYON,105.0,147.0,
430,ARLES-ST PERAY,31.0,44.0,
431,ARLES-VALENCE,31.0,44.0,
432,ARLES-VALENCE TGV,29.0,43.0,
433,ARLES-VILLENEUVE LES AVIGNONS,9.8,14.3,
434,ARRAS - AURAY,116.0,153.0,
435,ARRAS - LIBOURNE,130.0,172.0,
436,ARRAS - REDON,113.0,144.0,
437,ARRAS - RENNES,113.0,144.0,
438,ARRAS - ST MALO,116.0,147.0,
439,ARRAS - VANNES,116.0,153.0,
440,ARRAS-AGDE,150.0,188.0,
441,ARRAS-AIX LES BAINS LE REVARD,127.0,167.0,
442,ARRAS-ALBERTVILLE,127.0,167.0,
443,ARRAS-AURAY,114.0,150.0,
444,ARRAS-BAYONNE,144.0,174.0,
445,ARRAS-BELLEGARDE,127.0,167.0,
446,ARRAS-BETHUNE,10.6,15.5,
447,ARRAS-DOUAI,7.8,11.4,
448,ARRAS-FUTUROSCOPE,109.0,143.0,
449,ARRAS-LE CREUSOT MONTCEAU MONTCHANIN,111.0,142.0,
450,ARRAS-LENS,6.3,9.6,
451,ARRAS-LIBOURNE,130.0,171.0,
452,ARRAS-MONTAUBAN VILLE BOURBON,144.0,174.0,
453,ARRAS-NARBONNE,150.0,188.0,
454,ARRAS-QUIMPER,125.0,161.0,
455,ARRAS-REDON,108.0,137.0,
456,ARRAS-RENNES,108.0,137.0,
457,ARRAS-ROSPORDEN,125.0,161.0,
458,ARRAS-SALLANCHES COMBLOUX MEGEVE,127.0,167.0,
459,ARRAS-SETE,150.0,188.0,
460,ARRAS-ST BRIEUC,119.0,153.0,
461,ARRAS-ST GERVAIS LES BAINS LE FAYET,127.0,167.0,
462,ARRAS-ST JEAN DE LUZ CIBOURE,144.0,174.0,
463,ARRAS-ST MALO,110.0,140.0,
464,ARRAS-ST MICHEL VALLOIRE,127.0,167.0,
465,ARRAS-ST NAZAIRE,108.0,140.0,
466,ARRAS-ST OMER,20.5,30.0,
467,ARRAS-ST PIERRE DES CORPS,101.0,134.0,
468,ARRAS-TGV HAUTE PICARDIE,11.5,18.5,
469,ARRAS-TOULON,155.0,196.0,
470,ARRAS-TOULOUSE MATABIAU,150.0,188.0,
471,ARRAS-VALENCE,127.0,159.0,
472,ARRAS-VALENCE TGV,127.0,159.0,
473,ARRAS-VALENCIENNES,14.2,20.5,
474,ARRAS-VANNES,114.0,150.0,
475,AURAY-ST MICHEL VALLOIRE,137.0,179.0,
476,AURAY-VITRE,34.0,48.0,
477,AVIGNON SUD-LYON ST EXUPERY,51.0,68.0,
478,AVIGNON SUD-MONTELIMAR,17.5,24.0,
479,AVIGNON SUD-ORANGE,8.5,12.6,
480,AVIGNON SUD-PARIS GARE DE LYON,116.0,162.0,
481,AVIGNON SUD-VALENCE,25.0,38.0,
482,AVIGNON TGV - RENNES,148.0,188.0,
483,AVIGNON TGV - ST PIERRE DES CORPS,125.0,168.0,
484,AVIGNON TGV-AEROPORT CDG 2 TGV ROISSY,116.0,162.0,
485,AVIGNON TGV-AIX LES BAINS LE REVARD,69.0,104.0,
486,AVIGNON TGV-ANNECY,77.0,106.0,
487,AVIGNON TGV-ANTIBES,61.0,86.0,
488,AVIGNON TGV-ARLES,9.8,14.3,
489,AVIGNON TGV-ARRAS,144.0,180.0,
490,AVIGNON TGV-BELFORT-MONTBELIARD TGV,108.0,142.0,
491,AVIGNON TGV-BELLEGARDE,64.0,91.0,
492,AVIGNON TGV-BESANCON FRANCHE-COMTE TGV,91.0,120.0,
493,AVIGNON TGV-BEZIERS,43.0,54.0,
494,AVIGNON TGV-BORDEAUX ST JEAN,96.0,126.0,
495,AVIGNON TGV-BOURG EN BRESSE,65.0,84.0,
496,AVIGNON TGV-BREAUTE BEUZEVILLE,129.0,177.0,
497,AVIGNON TGV-CANNES,57.0,82.0,
498,AVIGNON TGV-CARCASSONNE,54.0,69.0,
499,AVIGNON TGV-CHALON SUR SAONE,72.0,92.0,
500,AVIGNON TGV-CHAMBERY CHALLES LES EAUX,69.0,104.0,
501,AVIGNON TGV-CULMONT CHALINDREY,87.0,116.0,
502,AVIGNON TGV-CULOZ,53.0,90.0,
503,AVIGNON TGV-DOUAI,144.0,180.0,
504,AVIGNON TGV-ECOLE VALENTIN,91.0,120.0,
505,AVIGNON TGV-GRENOBLE,47.0,67.0,
506,AVIGNON TGV-HYERES,43.0,62.0,
507,AVIGNON TGV-LAROCHE MIGENNES,92.0,130.0,
508,AVIGNON TGV-LE CREUSOT MONTCEAU MONTCHANIN,68.0,100.0,
509,AVIGNON TGV-LES ARCS DRAGUIGNAN,50.0,73.0,
510,AVIGNON TGV-LILLE EUROPE,144.0,180.0,
511,AVIGNON TGV-LONS LE SAUNIER,75.0,96.0,
512,AVIGNON TGV-LYON PART DIEU,51.0,68.0,
513,AVIGNON TGV-LYON PERRACHE,51.0,68.0,
514,AVIGNON TGV-LYON ST EXUPERY,51.0,68.0,
515,AVIGNON TGV-MACON LOCHE TGV,61.0,77.0,
516,AVIGNON TGV-MACON VILLE,65.0,84.0,
517,AVIGNON TGV-MANTES LA J. TGV,116.0,162.0,
518,AVIGNON TGV-MANTES LA JOLIE,116.0,162.0,
519,AVIGNON TGV-MARNE LA VALLEE CHESSY,116.0,162.0,
520,AVIGNON TGV-MARSEILLE ST CHARLES,30.0,44.0,
521,AVIGNON TGV-MASSY PALAISEAU,116.0,162.0,
522,AVIGNON TGV-MASSY TGV,116.0,162.0,
523,AVIGNON TGV-MELUN,103.0,142.0,
524,AVIGNON TGV-MENTON,62.0,88.0,
525,AVIGNON TGV-MIRAMAS,15.5,22.0,
526,AVIGNON TGV-MONACO MONTE CARLO,62.0,88.0,
527,AVIGNON TGV-MONTBELIARD,90.0,120.0,
528,AVIGNON TGV-MONTELIMAR,17.5,24.0,
529,AVIGNON TGV-MONTPELLIER,25.5,35.0,
530,AVIGNON TGV-MOUCHARD,53.0,90.0,
531,AVIGNON TGV-NANCY VILLE,107.0,141.0,
532,AVIGNON TGV-NANTES,142.0,180.0,
533,AVIGNON TGV-NARBONNE,46.0,61.0,
534,AVIGNON TGV-NEUFCHATEAU,87.0,116.0,
535,AVIGNON TGV-NICE VILLE,62.0,88.0,
536,AVIGNON TGV-NIMES,15.5,21.0,
537,AVIGNON TGV-ORANGE,8.5,12.6,
538,AVIGNON TGV-PARIS GARE DE LYON,116.0,162.0,
539,AVIGNON TGV-PERPIGNAN,48.0,62.0,
540,AVIGNON TGV-RENNES,142.0,180.0,
541,AVIGNON TGV-ROUEN RIVE DROITE,129.0,177.0,
542,AVIGNON TGV-SENS,103.0,142.0,
543,AVIGNON TGV-SETE,27.5,36.0,
544,AVIGNON TGV-ST PIERRE DES CORPS,125.0,167.0,
545,AVIGNON TGV-ST RAPHAEL VALESCURE,53.0,77.0,
546,AVIGNON TGV-TGV HAUTE PICARDIE,136.0,174.0,
547,AVIGNON TGV-TOUL,107.0,141.0,
548,AVIGNON TGV-TOULON,41.0,58.0,
549,AVIGNON TGV-TOULOUSE MATABIAU,65.0,90.0,
550,AVIGNON TGV-VALENCE,25.0,38.0,
551,AVIGNON TGV-VALENCE TGV,33.0,44.0,
552,AVIGNON TGV-VENDOME VILLIERS SUR LOIR,125.0,167.0,
553,AVIGNON TGV-VENTIMIGLIA STAZIONE,65.0,89.0,
554,AVIGNON TGV-VENTIMIGLIA STAZIONE  (IT),65.0,89.0,
555,AVIGNON TGV-VERSAILLES CHANTIERS,116.0,162.0,
556,AVIGNON-AEROPORT CDG 2 TGV ROISSY,116.0,162.0,
557,AVIGNON-AGDE,27.5,42.0,
558,AVIGNON-AIX EN PROVENCE TGV,30.0,44.0,
559,AVIGNON-AIX LES BAINS LE REVARD,69.0,104.0,
560,AVIGNON-ANNECY,77.0,106.0,
561,AVIGNON-ANTIBES,61.0,86.0,
562,AVIGNON-ARLES,9.8,14.3,
563,AVIGNON-ARRAS,144.0,180.0,
564,AVIGNON-BELFORT-MONTBELIARD TGV,108.0,142.0,
565,AVIGNON-BELLEGARDE,64.0,91.0,
566,AVIGNON-BESANCON FRANCHE-COMTE TGV,91.0,120.0,
567,AVIGNON-BEZIERS,43.0,54.0,
568,AVIGNON-BOURG EN BRESSE,65.0,84.0,
569,AVIGNON-CANNES,57.0,82.0,
570,AVIGNON-CARCASSONNE,54.0,69.0,
571,AVIGNON-CHALON SUR SAONE,72.0,92.0,
572,AVIGNON-CHAMBERY CHALLES LES EAUX,69.0,104.0,
573,AVIGNON-CULMONT CHALINDREY,87.0,116.0,
574,AVIGNON-DOUAI,144.0,180.0,
575,AVIGNON-ECOLE VALENTIN,91.0,120.0,
576,AVIGNON-GRENOBLE,47.0,67.0,
577,AVIGNON-HYERES,43.0,62.0,
578,AVIGNON-LE CREUSOT MONTCEAU MONTCHANIN,61.0,77.0,
579,AVIGNON-LE HAVRE,129.0,177.0,
580,AVIGNON-LE MANS,125.0,167.0,
581,AVIGNON-LE TEIL,17.5,24.0,
582,AVIGNON-LES ARCS DRAGUIGNAN,50.0,73.0,
583,AVIGNON-LILLE EUROPE,144.0,180.0,
584,AVIGNON-LONS LE SAUNIER,75.0,96.0,
585,AVIGNON-LYON PART DIEU,51.0,68.0,
586,AVIGNON-LYON PERRACHE,51.0,68.0,
587,AVIGNON-LYON ST EXUPERY,51.0,68.0,
588,AVIGNON-MACON LOCHE TGV,61.0,77.0,
589,AVIGNON-MACON VILLE,65.0,84.0,
590,AVIGNON-MANTES LA J. TGV,116.0,162.0,
591,AVIGNON-MANTES LA JOLIE,116.0,162.0,
592,AVIGNON-MARNE LA VALLEE CHESSY,116.0,162.0,
593,AVIGNON-MARSEILLE BLANCARDE,24.5,37.0,
594,AVIGNON-MARSEILLE ST CHARLES,30.0,44.0,
595,AVIGNON-MASSY PALAISEAU,116.0,162.0,
596,AVIGNON-MASSY TGV,116.0,162.0,
597,AVIGNON-MENTON,62.0,88.0,
598,AVIGNON-MIRAMAS,15.5,22.0,
599,AVIGNON-MONACO MONTE CARLO,62.0,88.0,
600,AVIGNON-MONTELIMAR,17.5,24.0,
601,AVIGNON-MONTPELLIER,25.5,35.0,
602,AVIGNON-NANCY VILLE,107.0,141.0,
603,AVIGNON-NANTES,142.0,180.0,
604,AVIGNON-NARBONNE,46.0,61.0,
605,AVIGNON-NEUFCHATEAU,87.0,116.0,
606,AVIGNON-NICE VILLE,62.0,88.0,
607,AVIGNON-NIMES,15.5,21.0,
608,AVIGNON-ORANGE,8.5,12.6,
609,AVIGNON-PARIS GARE DE LYON,105.0,145.0,
610,AVIGNON-PERPIGNAN,48.0,62.0,
611,AVIGNON-RENNES,142.0,180.0,
612,AVIGNON-ROUEN RIVE DROITE,129.0,177.0,
613,AVIGNON-SETE,18.0,23.5,
614,AVIGNON-ST PERAY,25.0,38.0,
615,AVIGNON-ST PIERRE DES CORPS,125.0,167.0,
616,AVIGNON-ST RAPHAEL VALESCURE,53.0,77.0,
617,AVIGNON-TGV HAUTE PICARDIE,136.0,174.0,
618,AVIGNON-TOUL,107.0,141.0,
619,AVIGNON-TOULON,41.0,58.0,
620,AVIGNON-TOULOUSE MATABIAU,53.0,79.0,
621,AVIGNON-TOURS,125.0,167.0,
622,AVIGNON-VALENCE,25.0,38.0,
623,AVIGNON-VALENCE TGV,33.0,44.0,
624,AVIGNON-VENDOME VILLIERS SUR LOIR,125.0,167.0,
625,AVIGNON-VENTIMIGLIA STAZIONE  (IT),65.0,89.0,
626,AVIGNON-VERSAILLES CHANTIERS,116.0,162.0,
627,BAR LE DUC-CHALONS EN CHAMPAGNE,18.5,27.0,
628,BAR LE DUC-THIONVILLE,26.0,40.0,
629,BASEL SBB-AIX EN PROVENCE TGV,130.0,170.0,
630,BASEL SBB-AVIGNON,121.0,157.0,
631,BASEL SBB-AVIGNON TGV,121.0,157.0,
632,BASEL SBB-BELFORT-MONTBELIARD TGV,21.0,28.5,
633,BASEL SBB-BESANCON FRANCHE-COMTE TGV,42.0,57.0,
634,BASEL SBB-DIJON VILLE,62.0,81.0,
635,BASEL SBB-ECOLE VALENTIN,42.0,57.0,
636,BASEL SBB-LYON PART DIEU,82.0,107.0,
637,BASEL SBB-MACON VILLE,69.0,91.0,
638,BASEL SBB-MARSEILLE ST CHARLES,130.0,170.0,
639,BASEL SBB-MULHOUSE VILLE,9.5,14.8,
640,BAYEUX-AIME LA PLAGNE,125.0,165.0,
641,BAYEUX-ALBERTVILLE,125.0,165.0,
642,BAYEUX-BERNAY,26.0,39.0,
643,BAYEUX-BOURG ST MAURICE,125.0,165.0,
644,BAYEUX-CAEN,9.1,18.5,
645,BAYEUX-CARENTAN,12.6,25.0,
646,BAYEUX-CHAMBERY CHALLES LES EAUX,125.0,165.0,
647,BAYEUX-EVREUX EMBRANCHEMENT,31.0,45.0,
648,BAYEUX-LANDRY,125.0,165.0,
649,BAYEUX-LISIEUX,14.8,22.0,
650,BAYEUX-LISON,8.4,17.0,
651,BAYEUX-MASSY PALAISEAU,44.0,64.0,
652,BAYEUX-MOUTIERS SALINS BRIDES,125.0,165.0,
653,BAYEUX-VALOGNES,19.0,39.0,
654,BAYEUX-VERSAILLES CHANTIERS,44.0,64.0,
655,BAYONNE-CHATELLERAULT,68.0,100.0,
656,BAYONNE-DOUAI,144.0,174.0,
657,BAYONNE-LIBOURNE,41.0,58.0,
658,BAYONNE-ST JEAN DE LUZ CIBOURE,7.2,10.8,
659,BAYONNE-ST PIERRE DES CORPS,75.0,109.0,
660,BEAUNE-CHALON SUR SAONE,9.0,13.5,
661,BEAUNE-NARBONNE,84.0,124.0,
662,BEAUNE-SETE,84.0,124.0,
663,BEAUNE-ST RAPHAEL VALESCURE,116.0,151.0,
664,BEAUNE-TOULOUSE MATABIAU,97.0,143.0,
665,BELFORT-MONTBARD,50.0,77.0,
666,BELFORT-MONTBELIARD,4.5,7.3,
667,BELFORT-MONTBELIARD TGV-ALBERTVILLE,89.0,108.0,
668,BELFORT-MONTBELIARD TGV-BESANCON FRANCHE-COMTE TGV,25.5,34.0,
669,BELFORT-MONTBELIARD TGV-BOURG EN BRESSE,51.0,67.0,
670,BELFORT-MONTBELIARD TGV-CHALON SUR SAONE,51.0,66.0,
671,BELFORT-MONTBELIARD TGV-ECOLE VALENTIN,25.5,34.0,
672,BELFORT-MONTBELIARD TGV-LONS LE SAUNIER,42.0,53.0,
673,BELFORT-MONTBELIARD TGV-VALENCE TGV,83.0,108.0,
674,BELFORT-MOUCHARD,30.0,44.0,
675,BELFORT-PARIS GARE DE LYON,88.0,119.0,
676,BELLEGARDE-BOURG EN BRESSE,24.0,36.0,
677,BELLEGARDE-DOUAI,127.0,167.0,
678,BELLEGARDE-EVIAN LES BAINS,17.5,25.0,
679,BELLEGARDE-LE CREUSOT MONTCEAU MONTCHANIN,45.0,69.0,
680,BELLEGARDE-LES ARCS DRAGUIGNAN,84.0,123.0,
681,BELLEGARDE-MASSY PALAISEAU,91.0,129.0,
682,BELLEGARDE-PARIS EST,91.0,129.0,
683,BELLEGARDE-SALLANCHES COMBLOUX MEGEVE,20.5,30.0,
684,BELLEGARDE-ST GERVAIS LES BAINS LE FAYET,21.5,32.0,
685,BELLEGARDE-ST RAPHAEL VALESCURE,98.0,143.0,
686,BELLEGARDE-THONON LES BAINS,15.0,22.0,
687,BELLEGARDE-VERSAILLES CHANTIERS,91.0,129.0,
688,BERNAY-LISIEUX,9.3,19.0,
689,BESANCON FRANCHE-COMTE TGV-ALBERTVILLE,75.0,89.0,
690,BESANCON FRANCHE-COMTE TGV-CHALON SUR SAONE,30.0,41.0,
691,BESANCON FRANCHE-COMTE TGV-VALENCE TGV,73.0,95.0,
692,BESANCON VIOTTE-AEROPORT CDG 2 TGV ROISSY,83.0,111.0,
693,BESANCON VIOTTE-AIME LA PLAGNE,78.0,97.0,
694,BESANCON VIOTTE-AIX EN PROVENCE TGV,111.0,144.0,
695,BESANCON VIOTTE-ALBERTVILLE,75.0,89.0,
696,BESANCON VIOTTE-AVIGNON,91.0,120.0,
697,BESANCON VIOTTE-AVIGNON TGV,91.0,120.0,
698,BESANCON VIOTTE-BELFORT,23.0,35.0,
699,BESANCON VIOTTE-BELFORT-MONTBELIARD TGV,25.5,34.0,
700,BESANCON VIOTTE-BESANCON FRANCHE-COMTE TGV,4.4,6.6,
701,BESANCON VIOTTE-BOURG EN BRESSE,26.5,41.0,
702,BESANCON VIOTTE-BOURG ST MAURICE,78.0,97.0,
703,BESANCON VIOTTE-CAEN,97.0,125.0,
704,BESANCON VIOTTE-CHALON SUR SAONE,30.0,41.0,
705,BESANCON VIOTTE-CHAMBERY CHALLES LES EAUX,63.0,72.0,
706,BESANCON VIOTTE-CHERBOURG,97.0,125.0,
707,BESANCON VIOTTE-COLMAR,46.0,61.0,
708,BESANCON VIOTTE-DOLE VILLE,11.9,17.5,
709,BESANCON VIOTTE-EVREUX EMBRANCHEMENT,92.0,120.0,
710,BESANCON VIOTTE-LANDRY,78.0,97.0,
711,BESANCON VIOTTE-LILLE EUROPE,120.0,155.0,
712,BESANCON VIOTTE-LILLE FLANDRES,120.0,155.0,
713,BESANCON VIOTTE-LISIEUX,97.0,125.0,
714,BESANCON VIOTTE-LONS LE SAUNIER,17.5,25.5,
715,BESANCON VIOTTE-LYON PART DIEU,51.0,68.0,
716,BESANCON VIOTTE-LYON PERRACHE,51.0,68.0,
717,BESANCON VIOTTE-LYON ST EXUPERY,51.0,68.0,
718,BESANCON VIOTTE-MACON VILLE,41.0,53.0,
719,BESANCON VIOTTE-MANTES LA J. TGV,83.0,111.0,
720,BESANCON VIOTTE-MANTES LA JOLIE,83.0,111.0,
721,BESANCON VIOTTE-MARNE LA VALLEE CHESSY,83.0,111.0,
722,BESANCON VIOTTE-MARSEILLE ST CHARLES,111.0,144.0,
723,BESANCON VIOTTE-MONTBARD,43.0,48.0,
724,BESANCON VIOTTE-MONTBELIARD,20.0,30.0,
725,BESANCON VIOTTE-MONTPELLIER,111.0,144.0,
726,BESANCON VIOTTE-MOUCHARD,11.4,17.0,
727,BESANCON VIOTTE-MOUTIERS SALINS BRIDES,78.0,95.0,
728,BESANCON VIOTTE-MULHOUSE VILLE,38.0,49.0,
729,BESANCON VIOTTE-NIMES,105.0,134.0,
730,BESANCON VIOTTE-PARIS GARE DE LYON,83.0,111.0,
731,BESANCON VIOTTE-STRASBOURG,58.0,76.0,
732,BESANCON VIOTTE-VALENCE TGV,73.0,95.0,
733,BETHUNE-LENS,5.8,9.2,
734,BETHUNE-ST OMER,13.2,20.0,
735,BEZIERS-AEROPORT CDG 2 TGV ROISSY,116.0,162.0,
736,BEZIERS-AGDE,6.7,10.5,
737,BEZIERS-ARRAS,150.0,188.0,
738,BEZIERS-BEAUNE,84.0,124.0,
739,BEZIERS-CARCASSONNE,18.5,27.0,
740,BEZIERS-CASTELNAUDARY,24.0,37.0,
741,BEZIERS-CHALON SUR SAONE,81.0,107.0,
742,BEZIERS-DOUAI,150.0,188.0,
743,BEZIERS-LE CREUSOT MONTCEAU MONTCHANIN,77.0,113.0,
744,BEZIERS-LE TEIL,42.0,62.0,
745,BEZIERS-LILLE EUROPE,150.0,188.0,
746,BEZIERS-LYON PART DIEU,70.0,95.0,
747,BEZIERS-LYON PERRACHE,70.0,95.0,
748,BEZIERS-LYON ST EXUPERY,70.0,95.0,
749,BEZIERS-MACON VILLE,81.0,107.0,
750,BEZIERS-MARNE LA VALLEE CHESSY,116.0,162.0,
751,BEZIERS-MARSEILLE ST CHARLES,46.0,61.0,
752,BEZIERS-MASSY TGV,116.0,162.0,
753,BEZIERS-MONTAUBAN VILLE BOURBON,41.0,62.0,
754,BEZIERS-MONTELIMAR,41.0,60.0,
755,BEZIERS-MONTPELLIER,17.0,24.0,
756,BEZIERS-NARBONNE,8.2,13.0,
757,BEZIERS-NIMES,24.0,37.0,
758,BEZIERS-PARIS GARE DE LYON,116.0,162.0,
759,BEZIERS-PARIS MONTPARNASSE 1 ET 2,116.0,162.0,
760,BEZIERS-PARIS NORD,116.0,162.0,
761,BEZIERS-PERPIGNAN,19.5,27.5,
762,BEZIERS-SETE,12.1,18.5,
763,BEZIERS-TGV HAUTE PICARDIE,150.0,188.0,
764,BEZIERS-TOULOUSE MATABIAU,32.0,47.0,
765,BEZIERS-VALENCE,54.0,78.0,
766,BEZIERS-VALENCE TGV,54.0,78.0,
767,BEZIERS-VILLENEUVE LES AVIGNONS,32.0,46.0,
768,BIARRITZ - MASSY TGV,123.0,173.0,
769,BIARRITZ - PARIS MONTPARNASSE 1 ET 2,123.0,173.0,
770,BIARRITZ-AEROPORT CDG 2 TGV ROISSY,112.0,147.0,
771,BIARRITZ-ARRAS,144.0,174.0,
772,BIARRITZ-BAYONNE,3.6,6.5,
773,BIARRITZ-BORDEAUX ST JEAN,37.0,52.0,
774,BIARRITZ-CHATELLERAULT,69.0,102.0,
775,BIARRITZ-DOUAI,144.0,174.0,
776,BIARRITZ-FACTURE BIGANOS,32.0,46.0,
777,BIARRITZ-FUTUROSCOPE,67.0,97.0,
778,BIARRITZ-LIBOURNE,42.0,61.0,
779,BIARRITZ-LILLE EUROPE,144.0,174.0,
780,BIARRITZ-MARNE LA VALLEE CHESSY,112.0,147.0,
781,BIARRITZ-MASSY TGV,112.0,147.0,
782,BIARRITZ-MORCENX,19.0,27.0,
783,BIARRITZ-PARIS AUSTERLITZ,112.0,147.0,
784,BIARRITZ-PARIS MONTPARNASSE 1 ET 2,112.0,147.0,
785,BIARRITZ-POITIERS,66.0,95.0,
786,BIARRITZ-RUFFEC CHARENTE,55.0,82.0,
787,BIARRITZ-ST JEAN DE LUZ CIBOURE,4.3,7.7,
788,BIARRITZ-ST PIERRE DES CORPS,76.0,110.0,
789,BIARRITZ-TGV HAUTE PICARDIE,144.0,174.0,
790,BLOIS-ST PIERRE DES CORPS,12.9,19.5,
791,BONNEVILLE-AIX LES BAINS LE REVARD,19.5,27.5,
792,BONNEVILLE-ANNECY,12.0,18.0,
793,BONNEVILLE-BOURG EN BRESSE,35.0,50.0,
794,BONNEVILLE-CLUSES  74,4.7,8.2,
795,BONNEVILLE-LA ROCHE SUR FORON,3.6,6.6,
796,BONNEVILLE-SALLANCHES COMBLOUX MEGEVE,9.5,14.7,
797,BONNEVILLE-ST GERVAIS LES BAINS LE FAYET,10.9,16.0,
798,BORDEAUX ST JEAN - AEROPORT CDG2 TGV ROISSY,111.0,166.0,
799,BORDEAUX ST JEAN - ARRAS,134.0,177.0,
800,BORDEAUX ST JEAN - CHAMPAGNE ARDENNE,119.0,168.0,
801,BORDEAUX ST JEAN - CHATELLERAULT,50.0,75.0,
802,BORDEAUX ST JEAN - DOUAI,134.0,177.0,
803,BORDEAUX ST JEAN - FUTUROSCOPE,50.0,74.0,
804,BORDEAUX ST JEAN - LILLE EUROPE,134.0,177.0,
805,BORDEAUX ST JEAN - LORRAINE TGV,150.0,197.0,
806,BORDEAUX ST JEAN - MARNE LA VALLEE CHESSY,111.0,166.0,
807,BORDEAUX ST JEAN - MASSY TGV,111.0,166.0,
808,BORDEAUX ST JEAN - MEUSE TGV,134.0,176.0,
809,BORDEAUX ST JEAN - PARIS MONTPARNASSE 1 ET 2,111.0,166.0,
810,BORDEAUX ST JEAN - POITIERS,50.0,74.0,
811,BORDEAUX ST JEAN - ST PIERRE DES CORPS,60.0,89.0,
812,BORDEAUX ST JEAN - TGV HAUTE PICARDIE,128.0,168.0,
813,BORDEAUX ST JEAN - VENDOME VILLIERS SUR LOIR,79.0,115.0,
814,BORDEAUX ST JEAN-AEROPORT CDG 2 TGV ROISSY,96.0,126.0,
815,BORDEAUX ST JEAN-ARCACHON,13.7,20.0,
816,BORDEAUX ST JEAN-ARRAS,130.0,171.0,
817,BORDEAUX ST JEAN-BAYONNE,36.0,51.0,
818,BORDEAUX ST JEAN-BEAUNE,105.0,160.0,
819,BORDEAUX ST JEAN-BEZIERS,64.0,95.0,
820,BORDEAUX ST JEAN-CARCASSONNE,53.0,81.0,
821,BORDEAUX ST JEAN-CHALON SUR SAONE,128.0,174.0,
822,BORDEAUX ST JEAN-CHAMPAGNE ARDENNE,112.0,149.0,
823,BORDEAUX ST JEAN-CHATELLERAULT,45.0,67.0,
824,BORDEAUX ST JEAN-DOUAI,130.0,171.0,
825,BORDEAUX ST JEAN-FACTURE BIGANOS,10.6,15.5,
826,BORDEAUX ST JEAN-FUTUROSCOPE,43.0,63.0,
827,BORDEAUX ST JEAN-LA TESTE,13.2,19.5,
828,BORDEAUX ST JEAN-LIBOURNE,10.2,14.7,
829,BORDEAUX ST JEAN-LILLE EUROPE,130.0,171.0,
830,BORDEAUX ST JEAN-LORRAINE TGV,141.0,185.0,
831,BORDEAUX ST JEAN-LOURDES,45.0,65.0,
832,BORDEAUX ST JEAN-LYON PART DIEU,115.0,156.0,
833,BORDEAUX ST JEAN-LYON ST EXUPERY,115.0,156.0,
834,BORDEAUX ST JEAN-MACON VILLE,128.0,174.0,
835,BORDEAUX ST JEAN-MARMANDE,18.0,26.0,
836,BORDEAUX ST JEAN-MARNE LA VALLEE CHESSY,96.0,126.0,
837,BORDEAUX ST JEAN-MARSEILLE ST CHARLES,107.0,142.0,
838,BORDEAUX ST JEAN-MASSY TGV,96.0,126.0,
839,BORDEAUX ST JEAN-MEUSE,124.0,163.0,
840,BORDEAUX ST JEAN-MONTAUBAN VILLE BOURBON,36.0,53.0,
841,BORDEAUX ST JEAN-MONTPELLIER,72.0,106.0,
842,BORDEAUX ST JEAN-MORCENX,26.0,42.0,
843,BORDEAUX ST JEAN-NANCY VILLE,141.0,185.0,
844,BORDEAUX ST JEAN-NARBONNE,61.0,90.0,
845,BORDEAUX ST JEAN-NIMES,76.0,113.0,
846,BORDEAUX ST JEAN-ORTHEZ,35.0,50.0,
847,BORDEAUX ST JEAN-PARIS AUSTERLITZ,96.0,126.0,
848,BORDEAUX ST JEAN-PARIS MONTPARNASSE 1 ET 2,96.0,126.0,
849,BORDEAUX ST JEAN-PARIS MONTPARNASSE 3 VAUGIRARD,96.0,126.0,
850,BORDEAUX ST JEAN-POITIERS,42.0,62.0,
851,BORDEAUX ST JEAN-RUFFEC CHARENTE,34.0,48.0,
852,BORDEAUX ST JEAN-SAVERNE,160.0,214.0,
853,BORDEAUX ST JEAN-SETE,69.0,100.0,
854,BORDEAUX ST JEAN-ST JEAN DE LUZ CIBOURE,39.0,55.0,
855,BORDEAUX ST JEAN-ST PIERRE DES CORPS,53.0,79.0,
856,BORDEAUX ST JEAN-TARBES,47.0,69.0,
857,BORDEAUX ST JEAN-TGV HAUTE PICARDIE,119.0,156.0,
